45 mph,Kennedy Expressway
45 mph,Kingery Highway
45 mph,Kingery Highway
45 mph,Kingery Highway
45 mph,Kingery Highway
45 mph,Kingery Highway
30 mph,West Saint Charles Road
30 mph,West Saint Charles Road
30 mph,West Saint Charles Road
45 mph,Kingery Highway
45 mph,Kingery Highway
45 mph,Kingery Highway
45 mph,Kingery Highway
45 mph,Kingery Highway
45 mph,Kingery Highway
35 mph,East Euclid Avenue
40 mph,East Rand Road
40 mph,East Rand Road
40 mph,East Rand Road
40 mph,East Rand Road
40 mph,East Rand Road
40 mph,East Rand Road
45 mph,South Lake Shore Drive
45 mph,South Lake Shore Drive
45 mph,South Lake Shore Drive
45 mph,South Lake Shore Drive
45 mph,South Lake Shore Drive
25 mph,East Saint Charles Road
25 mph,South Main Street
55 mph,n/a
30 mph,West Division Street
35 mph,East Roosevelt Road
30 mph,North Harlem Avenue
30 mph,North Harlem Avenue
30 mph,North Harlem Avenue
30 mph,North Harlem Avenue
30 mph,North Harlem Avenue
30 mph,North Harlem Avenue
30 mph,North Harlem Avenue
30 mph,North Harlem Avenue
30 mph,North Harlem Avenue
45 mph,Butterfield Road
30 mph,North Harlem Avenue
30 mph,North Harlem Avenue
30 mph,North Harlem Avenue
30 mph,North Harlem Avenue
30 mph,North Harlem Avenue
30 mph,North Harlem Avenue
30 mph,North Harlem Avenue
30 mph,North Harlem Avenue
35 mph,West Forest Preserve Drive
35 mph,West Forest Preserve Drive
35 mph,West Irving Park Road
35 mph,West Irving Park Road
30 mph,West Irving Park Road
35 mph,West Irving Park Road
35 mph,West Irving Park Road
30 mph,West Irving Park Road
35 mph,West Irving Park Road
35 mph,West Irving Park Road
35 mph,West Irving Park Road
35 mph,South Elmhurst Road
35 mph,South Elmhurst Road
35 mph,West Irving Park Road
40 mph,Warrenville Road
40 mph,Warrenville Road
35 mph,Lincoln Avenue
35 mph,Lincoln Avenue
35 mph,Lincoln Avenue
35 mph,Lincoln Avenue
35 mph,Lincoln Avenue
35 mph,Lincoln Avenue
35 mph,Lincoln Avenue
35 mph,Lincoln Avenue
60 mph,Ronald Reagan Memorial Tollway
60 mph,Ronald Reagan Memorial Tollway
60 mph,Ronald Reagan Memorial Tollway
60 mph,Ronald Reagan Memorial Tollway
60 mph,Ronald Reagan Memorial Tollway
35 mph,North Cumberland Avenue
35 mph,North Cumberland Avenue
35 mph,North Cumberland Avenue
35 mph,North Cumberland Avenue
35 mph,North Cumberland Avenue
35 mph,North Cumberland Avenue
35 mph,North Cumberland Avenue
35 mph,North Cumberland Avenue
35 mph,North Cumberland Avenue
35 mph,North Cumberland Avenue
35 mph,North Cumberland Avenue
35 mph,North Cumberland Avenue
35 mph,North Cumberland Avenue
35 mph,North Cumberland Avenue
35 mph,North Cumberland Avenue
35 mph,North Cumberland Avenue
35 mph,North Cumberland Avenue
60 mph,n/a
60 mph,n/a
60 mph,n/a
40 mph,East Ogden Avenue
40 mph,East Ogden Avenue
40 mph,East Ogden Avenue
30 mph,Green Bay Road
30 mph,Green Bay Road
30 mph,Green Bay Road
30 mph,Green Bay Road
35 mph,West Forest Preserve Drive
35 mph,West Forest Preserve Drive
30 mph,West Irving Park Road
30 mph,West Irving Park Road
30 mph,West Irving Park Road
30 mph,West Irving Park Road
40 mph,East Ogden Avenue
40 mph,East Ogden Avenue
40 mph,East Ogden Avenue
40 mph,East Ogden Avenue
40 mph,East Ogden Avenue
40 mph,East Ogden Avenue
40 mph,East Ogden Avenue
25 mph,Calumet Avenue
25 mph,Calumet Avenue
30 mph,South Central Avenue
55 mph,Tri-State Tollway
30 mph,North Harlem Avenue
30 mph,Church Street
25 mph,Dempster Street
25 mph,Dempster Street
25 mph,Dempster Street
30 mph,North Avenue
30 mph,North Avenue
30 mph,North Avenue
30 mph,North Avenue
30 mph,North Harlem Avenue
30 mph,North Harlem Avenue
30 mph,North Harlem Avenue
30 mph,West North Avenue
35 mph,Crawford Avenue
30 mph,Lake Street
30 mph,Lake Street
30 mph,North Harlem Avenue
25 mph,Dempster Street
25 mph,Dempster Street
25 mph,Dempster Street
25 mph,Dempster Street
25 mph,Dempster Street
25 mph,Dempster Street
30 mph,North Mannheim Road
30 mph,North Mannheim Road
30 mph,North Mannheim Road
30 mph,North Mannheim Road
30 mph,North Mannheim Road
30 mph,North Mannheim Road
30 mph,North Mannheim Road
30 mph,Gross Point Road
35 mph,Gross Point Road
35 mph,Gross Point Road
35 mph,Gross Point Road
35 mph,Gross Point Road
35 mph,Gross Point Road
35 mph,Gross Point Road
30 mph,North Cicero Avenue
30 mph,North Cicero Avenue
40 mph,31st Street
40 mph,31st Street
40 mph,31st Street
40 mph,31st Street
40 mph,31st Street
40 mph,31st Street
40 mph,31st Street
40 mph,Highland Avenue
40 mph,Highland Avenue
40 mph,Highland Avenue
40 mph,Highland Avenue
40 mph,Highland Avenue
45 mph,Meyers Road
45 mph,Meyers Road
30 mph,Lake Street
40 mph,North Mannheim Road
40 mph,North Mannheim Road
40 mph,North Mannheim Road
55 mph,Irving Park Road
55 mph,Irving Park Road
55 mph,Irving Park Road
55 mph,Irving Park Road
30 mph,Church Street
30 mph,West Dempster Street
30 mph,West Dempster Street
30 mph,West Dempster Street
30 mph,West Dempster Street
35 mph,1st Avenue
35 mph,1st Avenue
35 mph,1st Avenue
35 mph,1st Avenue
45 mph,North York Road
35 mph,South Harlem Avenue
40 mph,East Ogden Avenue
40 mph,East Ogden Avenue
40 mph,East Ogden Avenue
35 mph,Harms Road
35 mph,East Roosevelt Road
60 mph,Veterans Memorial Tollway
60 mph,Veterans Memorial Tollway
40 mph,West 22nd Street
35 mph,Roosevelt Road
55 mph,Kennedy Expressway
40 mph,Naper Boulevard
40 mph,Naper Boulevard
40 mph,Naper Boulevard
40 mph,Naper Boulevard
30 mph,West North Avenue
30 mph,North Damen Avenue
30 mph,North Damen Avenue
30 mph,West Armitage Avenue
35 mph,East Sibley Boulevard
35 mph,East Sibley Boulevard
35 mph,1st Avenue
35 mph,1st Avenue
35 mph,1st Avenue
45 mph,Des Plaines River Road
40 mph,North Avenue
30 mph,West Diversey Parkway
30 mph,West Diversey Parkway
35 mph,Des Plaines River Road
35 mph,Des Plaines River Road
25 mph,Chicago Avenue
35 mph,Mill Street
35 mph,Mill Street
35 mph,Mill Street
40 mph,Des Plaines River Road
40 mph,Mill Street
40 mph,Mill Street
40 mph,Mill Street
40 mph,Mill Street
40 mph,Mill Street
40 mph,Mill Street
40 mph,West Ferry Road
40 mph,West Ferry Road
40 mph,West Ferry Road
35 mph,Warrenville Road
40 mph,Warrenville Road
35 mph,Warrenville Road
40 mph,Warrenville Road
40 mph,Warrenville Road
35 mph,Warrenville Road
40 mph,Warrenville Road
35 mph,Warrenville Road
40 mph,Warrenville Road
40 mph,Warrenville Road
30 mph,South Desplaines Street
30 mph,South Desplaines Street
30 mph,South State Street
30 mph,South State Street
30 mph,West Ida B. Wells Drive
40 mph,West Ferry Road
40 mph,West Ferry Road
40 mph,West Ferry Road
40 mph,West Ferry Road
40 mph,West Ferry Road
40 mph,West Ferry Road
40 mph,West Ferry Road
40 mph,West Ferry Road
40 mph,West Ferry Road
40 mph,West Ferry Road
35 mph,North Lincoln Avenue
35 mph,North Lincoln Avenue
35 mph,North Lincoln Avenue
35 mph,North Lincoln Avenue
35 mph,North Lincoln Avenue
35 mph,North Lincoln Avenue
35 mph,North Lincoln Avenue
35 mph,North Lincoln Avenue
35 mph,North Lincoln Avenue
35 mph,North Lincoln Avenue
35 mph,North Lincoln Avenue
35 mph,North Lincoln Avenue
35 mph,North Lincoln Avenue
35 mph,North Lincoln Avenue
35 mph,North Lincoln Avenue
35 mph,North Lincoln Avenue
35 mph,North Lincoln Avenue
35 mph,North Lincoln Avenue
30 mph,North Pulaski Road
30 mph,North Pulaski Road
45 mph,Butterfield Road
45 mph,Butterfield Road
50 mph,Butterfield Road
35 mph,Belmont Road
35 mph,Belmont Road
35 mph,Belmont Road
40 mph,22nd Street
40 mph,West 22nd Street
40 mph,West 22nd Street
40 mph,West 22nd Street
40 mph,West 22nd Street
40 mph,West 22nd Street
40 mph,West 22nd Street
40 mph,West 22nd Street
40 mph,West 22nd Street
40 mph,West 22nd Street
40 mph,West 22nd Street
40 mph,West 22nd Street
40 mph,West 22nd Street
40 mph,West 22nd Street
40 mph,West 22nd Street
30 mph,North Broadway
30 mph,North Broadway
30 mph,North Broadway
30 mph,North Broadway
30 mph,West Logan Boulevard
30 mph,West Logan Boulevard
30 mph,West Logan Boulevard
30 mph,West Logan Boulevard
30 mph,West Logan Boulevard
30 mph,West Logan Boulevard
30 mph,West Logan Boulevard
35 mph,East Ogden Avenue
35 mph,East Ogden Avenue
35 mph,East Ogden Avenue
35 mph,Calumet Avenue
35 mph,Calumet Avenue
35 mph,Crawford Avenue
35 mph,Crawford Avenue
65 mph,Jane Addams Memorial Tollway
35 mph,North Cumberland Avenue
35 mph,North Cumberland Avenue
35 mph,McCormick Boulevard
25 mph,Thoreau Drive North
60 mph,Tri-State Tollway
60 mph,Tri-State Tollway
60 mph,Tri-State Tollway
55 mph,Edens Expressway
60 mph,Edens Expressway
35 mph,West Dempster Street
55 mph,Edens Expressway
35 mph,West Dempster Street
55 mph,Edens Expressway
35 mph,West Main Street
35 mph,Lehigh Avenue
40 mph,South Roselle Road
40 mph,South Roselle Road
25 mph,Dalhart Avenue
25 mph,Dalhart Avenue
35 mph,Veterans Parkway
35 mph,Veterans Parkway
45 mph,Veterans Parkway
45 mph,Veterans Parkway
45 mph,Veterans Parkway
45 mph,Veterans Parkway
45 mph,Veterans Parkway
45 mph,Veterans Parkway
35 mph,Normantown Road
35 mph,Normantown Road
50 mph,Lemont Road
40 mph,West Schaumburg Road
40 mph,South Roselle Road
40 mph,North Farnsworth Avenue
30 mph,County Line Road
40 mph,East Northwest Highway
35 mph,Hamilton Lakes Drive
35 mph,Hamilton Lakes Drive
35 mph,Hamilton Lakes Drive
55 mph,n/a
55 mph,n/a
55 mph,Elgin-O'Hare Tollway
55 mph,Elgin-O'Hare Tollway
55 mph,Elgin-O'Hare Tollway
55 mph,Elgin-O'Hare Tollway
55 mph,Elgin-O'Hare Tollway
55 mph,n/a
55 mph,n/a
55 mph,n/a
30 mph,South Desplaines Street
35 mph,Hamilton Lakes Drive
35 mph,East Pierce Road
25 mph,Pierce Place
55 mph,n/a
55 mph,n/a
55 mph,n/a
55 mph,n/a
55 mph,Elgin-O'Hare Tollway
55 mph,n/a
35 mph,West Touhy Avenue
40 mph,North Cicero Avenue
30 mph,Gross Point Road
35 mph,West Devon Avenue
50 mph,West Roosevelt Road
55 mph,Eisenhower Expressway
20 mph,n/a
50 mph,West Roosevelt Road
50 mph,West Roosevelt Road
50 mph,West Roosevelt Road
20 mph,Church Street
45 mph,West Algonquin Road
45 mph,West Algonquin Road
45 mph,North Meacham Road
45 mph,North Meacham Road
45 mph,West Algonquin Road
45 mph,West Algonquin Road
35 mph,East Irving Park Road
70 mph,Jane Addams Memorial Tollway
70 mph,Jane Addams Memorial Tollway
70 mph,Jane Addams Memorial Tollway
55 mph,n/a
70 mph,Jane Addams Memorial Tollway
40 mph,North Plum Grove Road
55 mph,Dan Ryan Expressway
25 mph,Gloucester Road
55 mph,Tri-State Tollway
55 mph,Tri-State Tollway
55 mph,Tri-State Tollway
55 mph,Tri-State Tollway
40 mph,115th Street
40 mph,115th Street
40 mph,115th Street
40 mph,115th Street
40 mph,115th Street
40 mph,115th Street
15 mph,n/a
70 mph,Jane Addams Memorial Tollway
45 mph,North Meacham Road
10 mph,n/a
10 mph,n/a
50 mph,Lemont Road
45 mph,Lemont Road
45 mph,Lemont Road
35 mph,West Main Street
45 mph,North State Street
50 mph,Randall Road
15 mph,n/a
15 mph,n/a
35 mph,West Roosevelt Road
35 mph,West Roosevelt Road
35 mph,West Roosevelt Road
35 mph,West Roosevelt Road
35 mph,West Roosevelt Road
30 mph,North Oak Park Avenue
35 mph,Naper Boulevard
25 mph,West Benton Avenue
40 mph,West Ogden Avenue
25 mph,West Gartner Road
45 mph,Illinois Route 59
45 mph,Illinois Route 59
45 mph,Illinois Route 59
45 mph,Illinois Route 59
45 mph,Illinois Route 59
45 mph,Illinois Route 59
45 mph,Illinois Route 59
110 mph,CN Joliet Subdivision MT2
110 mph,CN Joliet Subdivision MT2
40 mph,Bloomingdale Road
40 mph,Bloomingdale Road
15 mph,Parker Road
30 mph,Parker Road
15 mph,Parker Road
30 mph,Parker Road
45 mph,Parker Road
15 mph,West Chicago Bloomington Trail
35 mph,Lehigh Avenue
50 mph,Butterfield Road
45 mph,Butterfield Road
50 mph,Butterfield Road
45 mph,Kingery Highway
45 mph,Kingery Highway
35 mph,Park Boulevard
35 mph,Park Boulevard
35 mph,Park Boulevard
45 mph,n/a
25 mph,Fairway Drive
55 mph,East Galena Boulevard
45 mph,East Galena Boulevard
45 mph,West Galena Boulevard
45 mph,Orchard Road
40 mph,North Aurora Road
45 mph,75th Street
40,75th Street
50 mph,75th Street
30 mph,83rd Street
25 mph,Brandon Road
30 mph,North Clark Street
25 mph,West Pratt Boulevard
25 mph,n/a
25 mph,n/a
45 mph,North Meacham Road
30 mph,West Peterson Avenue
30 mph,West Peterson Avenue
30 mph,North Damen Avenue
30 mph,North Damen Avenue
45 mph,Veterans Parkway
30 mph,North Oak Park Avenue
45 mph,Butterfield Road
45 mph,Butterfield Road
45 mph,n/a
30 mph,Chicago Avenue
30 mph,Church Street
20 mph,East Prairie Road
45 mph,Bartlett Road
110 mph,CN Joliet Subdivision MT2
110 mph,CN Joliet Subdivision MT2
110 mph,CN Joliet Subdivision MT2
110 mph,CN Joliet Subdivision MT2
55 mph,Kennedy Expressway
25 mph,Chicago Avenue
25 mph,Chicago Avenue
25 mph,Division Street
25 mph,Division Street
25 mph,Division Street
25 mph,Division Street
10 mph,n/a
40 mph,North Roselle Road
30 mph,South Roselle Road
35 mph,Chicago Skyway
5 mph,Chicago Skyway
45 mph,Wolf's Crossing Road
30 mph,Church Street
35 mph,Crawford Avenue
35 mph,Crawford Avenue
35 mph,Crawford Avenue
35 mph,Crawford Avenue
35 mph,West Touhy Avenue
35 mph,Crawford Avenue
35 mph,Dempster Street
35 mph,Crawford Avenue
45 mph,Kirk Road
30 mph,Fairway Drive
30 mph,Fairway Drive
40 mph,West Diehl Road
45 mph,Illinois Route 59
40 mph,West Diehl Road
25 mph,Juniper Street
25 mph,Colchester Drive
30 mph,North Cicero Avenue
40 mph,West Roosevelt Road
35 mph,East Dempster Street
55 mph,Kennedy Expressway
55 mph,Kennedy Expressway
55 mph,Kennedy Expressway
55 mph,Kennedy Expressway
55 mph,Kennedy Expressway
55 mph,Kennedy Expressway
30 mph,North Mineral Springs Road
25 mph,North Wheeling Road
25 mph,Southbury Boulevard
25 mph,Southbury Boulevard
50 mph,Orchard Road
50 mph,Orchard Road
50 mph,Orchard Road
50 mph,Orchard Road
30 mph,Regency Boulevard
30 mph,Regency Boulevard
45 mph,n/a
45 mph,n/a
65 mph,South Lake Street
65 mph,South Lake Street
45 mph,n/a
45 mph,n/a
45 mph,n/a
45 mph,n/a
55 mph,n/a
55 mph,n/a
45 mph,n/a
45 mph,n/a
45 mph,n/a
65 mph,South Lake Street
65 mph,South Lake Street
20 mph,East Prairie Road
45 mph,West Algonquin Road
35 mph,Old Sutton Road
45 mph,New Sutton Road
45 mph,New Sutton Road
55 mph,New Sutton Road
40 mph,Golf Road
60 mph,West Army Trail Road
40 mph,East Higgins Road
30 mph,North Cicero Avenue
25 mph,Dempster Street
25 mph,Dempster Street
55 mph,Tri-State Tollway
55 mph,Tri-State Tollway
55 mph,Tri-State Tollway
70 mph,Indiana Toll Road
70 mph,Indiana Toll Road
30 mph,North Avenue
30 mph,North Avenue
70 mph,Jane Addams Memorial Tollway
70 mph,Jane Addams Memorial Tollway
70 mph,Jane Addams Memorial Tollway
70 mph,Jane Addams Memorial Tollway
70 mph,Jane Addams Memorial Tollway
70 mph,Jane Addams Memorial Tollway
25 mph,Lakeview Drive
25 mph,Elm Street
25 mph,Cherry Street
45 mph,Randall Road
45 mph,Randall Road
30 mph,Fargo Boulevard
50 mph,Fabyan Parkway
45 mph,West Roosevelt Road
45 mph,West Roosevelt Road
50 mph,West Roosevelt Road
35 mph,South Winfield Road
25 mph,n/a
25 mph,n/a
25 mph,White Oak Drive
45 mph,Orchard Road
35 mph,North 1st Avenue
50 mph,75th Street
35 mph,Ripley Street
35 mph,Ripley Street
55 mph,Elgin-O'Hare Tollway
55 mph,Elgin-O'Hare Tollway
55 mph,Elgin-O'Hare Tollway
55 mph,Elgin-O'Hare Tollway
55 mph,Elgin-O'Hare Tollway
55 mph,Elgin-O'Hare Tollway
55 mph,Elgin-O'Hare Tollway
55 mph,Elgin-O'Hare Tollway
40 mph,Woodward Avenue
35 mph,n/a
45 mph,Illinois Route 59
45 mph,Illinois Route 59
45 mph,Butterfield Road
60 mph,West Army Trail Road
60 mph,West Army Trail Road
25 mph,Dalhart Avenue
40 mph,Lemont Road
60 mph,Tri-State Tollway
60 mph,Tri-State Tollway
35 mph,East Woodfield Road
40 mph,East Algonquin Road
30 mph,National Parkway
40 mph,Golf Road
30 mph,National Parkway
25 mph,American Lane
40 mph,Golf Road
40 mph,East Algonquin Road
55 mph,n/a
40 mph,East Higgins Road
35 mph,East Woodfield Road
60 mph,Veterans Memorial Tollway
60 mph,Ronald Reagan Memorial Tollway
55 mph,West Higgins Road
50 mph,West Higgins Road
50 mph,Randall Road
45 mph,Randall Road
50 mph,Randall Road
50 mph,Randall Road
50 mph,North Randall Road
25 mph,n/a
25 mph,n/a
45 mph,South Kennedy Drive
45 mph,Higgins Road
35 mph,West Main Street
35 mph,West Main Street
35 mph,West Main Street
35 mph,West Main Street
35 mph,South Harlem Avenue
40 mph,East Countryside Parkway
55 mph,n/a
55 mph,n/a
55 mph,Minkler Road
45 mph,Minkler Road
25 mph,Thoreau Drive North
25 mph,Thoreau Drive North
25 mph,Thoreau Drive North
25 mph,Thoreau Drive North
45 mph,Veterans Parkway
45 mph,Veterans Parkway
35 mph,Veterans Parkway
60 mph,Ronald Reagan Memorial Tollway
60 mph,Ronald Reagan Memorial Tollway
60 mph,Ronald Reagan Memorial Tollway
60 mph,Veterans Memorial Tollway
60 mph,Veterans Memorial Tollway
60 mph,Ronald Reagan Memorial Tollway
60 mph,Ronald Reagan Memorial Tollway
60 mph,Ronald Reagan Memorial Tollway
55 mph,n/a
25 mph,Thoreau Drive North
25 mph,Thoreau Drive North
25 mph,Thoreau Drive North
30 mph,Chicago Avenue
35 mph,East Indian Trail Road
30 mph,North Ohio Street
45 mph,East Higgins Road
40 mph,South Elmhurst Road
50 mph,n/a
50 mph,n/a
35 mph,Hamilton Lakes Drive
70 mph,Jane Addams Memorial Tollway
70 mph,Jane Addams Memorial Tollway
70 mph,Jane Addams Memorial Tollway
70 mph,Jane Addams Memorial Tollway
55 mph,Ronald Reagan Memorial Tollway
55 mph,Ronald Reagan Memorial Tollway
60 mph,Ronald Reagan Memorial Tollway
60 mph,Ronald Reagan Memorial Tollway
60 mph,Ronald Reagan Memorial Tollway
60 mph,Ronald Reagan Memorial Tollway
60 mph,Ronald Reagan Memorial Tollway
60 mph,Ronald Reagan Memorial Tollway
60 mph,Ronald Reagan Memorial Tollway
60 mph,Ronald Reagan Memorial Tollway
30 mph,North Avenue
55 mph,Adlai Stevenson Expressway
70 mph,Indiana Toll Road
70 mph,Indiana Toll Road
70 mph,Indiana Toll Road
70 mph,Indiana Toll Road
70 mph,Indiana Toll Road
35 mph,North Mannheim Road
35 mph,North Mannheim Road
35 mph,East Touhy Avenue
35 mph,East Touhy Avenue
40 mph,East Touhy Avenue
20 mph,North Kimball Avenue
25 mph,Elm Street
20 mph,North Lawndale Avenue
20 mph,North Lawndale Avenue
20 mph,West Arthur Avenue
20 mph,West Arthur Avenue
20 mph,North Drake Avenue
30 mph,North Harlem Avenue
25 mph,Lake Street
30 mph,Roosevelt Road
30 mph,North Harlem Avenue
30 mph,North Harlem Avenue
20 mph,North Kimball Avenue
30 mph,North Farrell Road
30 mph,North Farrell Road
40 mph,Diehl Road
40 mph,Diehl Road
45 mph,Eola Road
40 mph,Diehl Road
40 mph,Diehl Road
45 mph,Eola Road
40 mph,Diehl Road
45 mph,Eola Road
45 mph,Eola Road
40 mph,Diehl Road
45 mph,Illinois Route 59
40 mph,Warrenville Road
40 mph,n/a
40 mph,Warrenville Road
40 mph,Warrenville Road
45 mph,Algonquin Road
45 mph,West Algonquin Road
45 mph,West Algonquin Road
45 mph,West Algonquin Road
45 mph,West Algonquin Road
45 mph,West Algonquin Road
45 mph,West Algonquin Road
45 mph,West Algonquin Road
45 mph,West Algonquin Road
45 mph,West Algonquin Road
45 mph,West Algonquin Road
45 mph,East Algonquin Road
40 mph,East Algonquin Road
40 mph,East Algonquin Road
40 mph,East Algonquin Road
40 mph,East Algonquin Road
40 mph,East Algonquin Road
40 mph,East Algonquin Road
40 mph,East Algonquin Road
40 mph,East Algonquin Road
40 mph,East Algonquin Road
40 mph,East Algonquin Road
40 mph,East Algonquin Road
40 mph,East Algonquin Road
30 mph,South Plum Grove Road
30 mph,South Plum Grove Road
30 mph,South Plum Grove Road
45 mph,East Schaumburg Road
35 mph,North Essington Road
35 mph,North Essington Road
35 mph,North Essington Road
25 mph,North Essington Road
25 mph,Amherst Circle
50 mph,n/a
40 mph,West Schaumburg Road
60 mph,West Army Trail Road
25 mph,Main Street
40 mph,Golf Road
25 mph,n/a
25 mph,n/a
25 mph,n/a
25 mph,n/a
25 mph,n/a
40,75th Street
40,75th Street
45 mph,75th Street
45 mph,75th Street
45 mph,East Algonquin Road
40 mph,East Algonquin Road
40 mph,North Roselle Road
40 mph,North Roselle Road
25 mph,Lake Street
35 mph,West Higgins Road
30 mph,Lake Street
25 mph,n/a
110 mph,CN Joliet Subdivision MT2
110 mph,CN Joliet Subdivision MT2
10 mph,Lot L
10 mph,n/a
10 mph,n/a
10 mph,n/a
10 mph,Lot N
10 mph,Lot GG
10 mph,n/a
10 mph,n/a
10 mph,Lot GG
10 mph,n/a
10 mph,n/a
15 mph,n/a
10 mph,Lot S
10 mph,Lot MM
10 mph,n/a
10 mph,Lot M
10 mph,Lot M
10 mph,Lot NN
10 mph,Lot NN
10 mph,Lot NN
10 mph,Lot X
10 mph,Lot ZZ
15 mph,n/a
10 mph,Lot G
10 mph,n/a
30 mph,Jacob Drive
30 mph,Churchill Road
30 mph,Churchill Road
30 mph,Churchill Road
30 mph,Churchill Court
25 mph,n/a
110 mph,CN Joliet Subdivision MT2
110 mph,CN Joliet Subdivision MT2
10 mph,Lot S
20 mph,n/a
5 mph,Chicago Skyway
35 mph,Chicago Skyway
10 mph,Lot X
35 mph,Ripley Street
35 mph,Ripley Street
55 mph,Borman Expressway
55 mph,Borman Expressway
55 mph,Borman Expressway
35 mph,Ripley Street
35 mph,North Ripley Street
45 mph,Melton Road
45 mph,South Elmhurst Road
45 mph,South Elmhurst Road
45 mph,South Elmhurst Road
40 mph,South Elmhurst Road
45 mph,South Elmhurst Road
45 mph,South Elmhurst Road
45 mph,South Elmhurst Road
25 mph,Healy Road
25 mph,n/a
50 mph,West Higgins Road
50 mph,West Higgins Road
45 mph,West Algonquin Road
35 mph,n/a
55 mph,n/a
55 mph,n/a
35 mph,East Pierce Road
35 mph,East Pierce Road
10 mph,Coyote Crossing
55 mph,n/a
45 mph,Randall Road
45 mph,Randall Road
45 mph,Randall Road
50 mph,Randall Road
55 mph,n/a
50 mph,Randall Road
30 mph,West Diversey Parkway
25 mph,Ide Drive
25 mph,Cedar Drive
25 mph,Basswood Lane
40 mph,Woodward Avenue
25 mph,Cottage Lane
20 mph,Squibb Avenue
70 mph,n/a
70 mph,n/a
70 mph,n/a
70 mph,n/a
70 mph,n/a
70 mph,n/a
55 mph,Tri-State Tollway
55 mph,Tri-State Tollway
30 mph,Falcon Drive
30 mph,Northridge Court
30 mph,Woodlawn Street
30 mph,Knollwood Drive
30 mph,West Thomas Road
30 mph,n/a
30 mph,North Woodlawn Street
70 mph,n/a
70 mph,n/a
70 mph,n/a
70 mph,n/a
70 mph,n/a
45 mph,South La Grange Road
10 mph,n/a
25 mph,Washington Street
45 mph,South Winfield Road
50 mph,Martin Luther King Jr Memorial Highway
30 mph,Smith Road
45 mph,North Neltnor Boulevard
10 mph,n/a
45 mph,Bolcum Road
45 mph,South Elmhurst Road
20 mph,Premium Outlets Boulevard
20 mph,Premium Outlets Boulevard
40 mph,North Roselle Road
40 mph,North Roselle Road
40 mph,North Roselle Road
40 mph,North Roselle Road
40 mph,North Roselle Road
40 mph,North Roselle Road
40 mph,North Roselle Road
25 mph,n/a
25 mph,n/a
30 mph,Redbud Lane
30 mph,Timber Creek Drive
30 mph,North Cicero Avenue
25 mph,Townsend Drive
25 mph,Townsend Drive
25 mph,n/a
20 mph,n/a
40 mph,West 22nd Street
35 mph,West Dempster Street
10 mph,n/a
45 mph,75th Street
40,Woodridge Drive
70,Hobson Road
70 mph,Jane Addams Memorial Tollway
70 mph,Jane Addams Memorial Tollway
30 mph,39th Street
30 mph,83rd Street
25 mph,Woodridge Drive
30 mph,Montgomery Road
20 mph,North Kimball Avenue
20 mph,North Kimball Avenue
25 mph,Creek Crossing Drive
25 mph,Greystone Drive South
35 mph,North State Street
45 mph,Big Timber Road
40 mph,East Higgins Road
40 mph,East Higgins Road
40 mph,East Higgins Road
45 mph,Randall Road
50 mph,Randall Road
50 mph,Orchard Road
50 mph,Orchard Road
45 mph,Orchard Road
45 mph,Orchard Road
35 mph,South Constitution Drive
35 mph,West Galena Boulevard
35 mph,West Galena Boulevard
35 mph,West Galena Boulevard
35 mph,West Benton Street
40 mph,South Mount Prospect Road
40 mph,South Mount Prospect Road
40 mph,South Mount Prospect Road
40 mph,South Mount Prospect Road
40 mph,South Mount Prospect Road
40 mph,South Mount Prospect Road
40 mph,South Mount Prospect Road
40 mph,South Mount Prospect Road
40 mph,South Mount Prospect Road
40 mph,South Mount Prospect Road
40 mph,South Mount Prospect Road
40 mph,South Mount Prospect Road
40 mph,South Mount Prospect Road
40 mph,South Mount Prospect Road
40 mph,South Mount Prospect Road
40 mph,South Mount Prospect Road
40 mph,South Mount Prospect Road
40 mph,South Mount Prospect Road
40 mph,South Mount Prospect Road
40 mph,South Mount Prospect Road
40 mph,South Mount Prospect Road
40 mph,South Mount Prospect Road
40 mph,South Mount Prospect Road
40 mph,South Mount Prospect Road
40 mph,South Mount Prospect Road
40 mph,South Mount Prospect Road
40 mph,South Mount Prospect Road
40 mph,South Mount Prospect Road
40 mph,South Mount Prospect Road
40 mph,South Mount Prospect Road
40 mph,South Mount Prospect Road
45 mph,West Lake Street
45 mph,South Sutton Road
45 mph,New Sutton Road
55 mph,Martin Luther King Jr Memorial Highway
45 mph,Villa Street
35 mph,Bluff City Boulevard
45 mph,West Algonquin Road
45 mph,West Algonquin Road
45 mph,West Algonquin Road
45 mph,West Algonquin Road
45 mph,West Algonquin Road
45 mph,West Algonquin Road
40 mph,West Schaumburg Road
40 mph,West Schaumburg Road
40 mph,West Schaumburg Road
40 mph,West Schaumburg Road
40 mph,West Schaumburg Road
45 mph,East Higgins Road
40 mph,Bloomingdale Road
40 mph,Bloomingdale Road
40 mph,Bloomingdale Road
40 mph,Bloomingdale Road
30 mph,Colchester Lane
40 mph,Main Street
40 mph,Main Street
35 mph,North Randall Road
40 mph,Lemont Road
40 mph,Lemont Road
40 mph,Lemont Road
35 mph,Janes Avenue
35 mph,Janes Avenue
45 mph,IL 53
45 mph,IL 53
45 mph,IL 53
45 mph,IL 53
45 mph,IL 53
45 mph,IL 53
45 mph,IL 53
45 mph,IL 53
45 mph,IL 53
45 mph,IL 53
